alert_id,account_id,alert_type,severity,triggered_at,acknowledged_at,resolved_at,resolved
fdfe7ebb-566f-4173-a477-39b6808d446d,5da17edf-ee0a-4432-a00a-72e0eb581f23,malware_detected,low,2025-03-27,2025-03-29,2025-04-02,1
da44329e-a5dc-4b51-a8bb-a43a85246275,48b5db7e-8672-4678-9509-118ed3b2e099,unauthorized_access,low,2025-03-28,2025-03-28,2025-04-04,1
787e247b-70b4-4ecc-9dde-9decf8ef9cff,6a9944f8-db53-451f-98d1-711cf2d0a55d,anomalous_behavior,low,2025-03-28,2025-03-31,2025-04-01,1
48898086-481d-4f8c-b0d8-8f1cf0c46bfd,9f699b98-e5d3-44f7-9c17-48cd9da60a1a,policy_violation,medium,2025-03-28,2025-03-30,2025-03-31,1
cbc96b80-a717-40cd-8cfa-064386bd503a,a2ebe4fb-df3a-4346-8560-827e17f34e35,policy_violation,low,2025-03-28,2025-03-29,,0
16b5932a-a3b2-42aa-a868-1a186da63caf,fe543ce7-7c6f-4710-bdae-fb3b6955273c,unauthorized_access,high,2025-03-28,,,0
dcea1d9e-a527-4e47-8e53-289bb52664cd,602220c9-d969-4434-a877-b1581a13252a,policy_violation,high,2025-03-28,2025-03-28,2025-04-02,1
a208cdc6-271e-4681-83ad-5abd4325fbca,75ea5990-4dbd-408f-a876-2a3dc21d622d,anomalous_behavior,high,2025-03-28,2025-03-31,2025-04-05,1
075bd218-6e25-48d1-952a-1242a2129615,231e41b3-67db-450c-8583-a5bb63db6b13,unauthorized_access,low,2025-03-29,,,0
331984c8-85c2-4275-adef-68a3d848eefe,d7537597-17e7-4804-83df-bd264066f93c,policy_violation,medium,2025-03-29,2025-03-31,2025-04-04,1
2b2e3683-ccbf-4ff4-900d-ddc8e7d69a39,68da9aaa-7b81-4d37-a10e-bd59a5e1bb6e,policy_violation,medium,2025-03-29,,,0
193b877c-9863-41c0-92bc-7c8485954f0b,fe065930-d4ef-42ef-a8a3-be672ea27b3c,anomalous_behavior,medium,2025-03-29,,,0
bf5ae853-1319-40be-9152-1ee8dbd0c05f,213ea11a-4a4b-4939-a7f4-a6472e9210e2,anomalous_behavior,medium,2025-03-29,,,0
cf4dc3cb-f6a6-46d6-8fe8-c2d33f05e12b,0a002028-684b-4d72-b345-f0a001179006,malware_detected,medium,2025-03-29,2025-04-01,,0
b91fc5ed-6430-4b71-b3f3-a17037230816,5fb4b2ef-dab5-45b4-9404-59eff67b1abf,unauthorized_access,medium,2025-03-30,2025-04-02,2025-04-02,1
5a178173-f447-4489-af4e-c9ebe109d719,102a06ba-fb78-415b-b56e-705af395b2ca,malware_detected,low,2025-03-30,2025-03-30,2025-03-30,1
86b99d0f-ff28-4cbe-ad5b-9ed90c1ddabf,aa3e03e3-d2d7-44cf-b320-70662403b5f7,anomalous_behavior,medium,2025-03-30,2025-03-31,2025-04-02,1
7a72f33c-73db-4966-a009-9ffaf01d6380,3c249534-38bb-4605-b380-89db5454eb79,policy_violation,medium,2025-03-30,,,0
3a9755cc-f2be-44fe-93f0-db8a0035a749,f722db67-651c-40f8-acc6-0bcd7767f247,policy_violation,high,2025-03-30,2025-03-30,,0
abe3877c-5e0a-4d7e-a4b4-b89797e82695,1bb1eb5a-c03c-48c9-af07-e256e14081db,unauthorized_access,medium,2025-03-30,2025-03-31,2025-04-02,1
32c2dd7c-e084-4b20-ac6d-adaecd7cf810,31af803c-ee8f-43ef-acb7-a8f771478b72,malware_detected,medium,2025-03-30,2025-03-31,2025-04-02,1
63e511c5-9563-4182-bfaf-026abe48f18c,fe065930-d4ef-42ef-a8a3-be672ea27b3c,unauthorized_access,low,2025-03-31,2025-04-03,2025-04-10,1
8a023fa5-2312-4656-98d8-05c380039724,ae4047ed-04b2-4c81-bc7a-2756ab03ccec,malware_detected,high,2025-03-31,2025-04-03,2025-04-08,1
cb965f34-1dfb-4cf6-a04a-cfbc6a799048,3001c4da-b595-4a88-92cd-87fef5217a6a,unauthorized_access,high,2025-03-31,,,0
1b1a3fa5-abd7-4a8f-bcb9-261186fe8b4a,3c249534-38bb-4605-b380-89db5454eb79,unauthorized_access,high,2025-03-31,,,0
978cb958-b64f-47a5-96c8-195c6a358725,dd33eb4d-ec0a-4c9c-aee7-fa60045150ae,unauthorized_access,low,2025-03-31,,,0
766d416b-2621-49db-9c0a-28281f2dfb4b,c42a766a-7821-423d-9ab8-fe8b56564244,unauthorized_access,high,2025-03-31,2025-04-01,2025-04-03,1
414c9afb-c6c8-4bcd-91d2-d31c176ffe86,aaf2d81e-5a57-49ee-96ca-5dbcbe3ed326,policy_violation,high,2025-04-01,,,0
c2146f97-cd64-4082-98be-0a96be0c9aa4,3accf934-7bd7-4d96-8f77-2f6685d3f5e3,anomalous_behavior,high,2025-04-01,,,0
e926592a-7036-4d16-aef7-a3865dc32cfd,0e0461fa-b445-45c6-9d41-f7d7f7149a61,malware_detected,low,2025-04-01,2025-04-01,2025-04-01,1
a3677eaa-5c48-4071-8e4a-8409704d59c0,31af803c-ee8f-43ef-acb7-a8f771478b72,malware_detected,high,2025-04-01,,,0
02e56257-fe4e-4bbe-ac07-5c09b58a60ae,8c848003-7c58-4400-90b7-df6ebccc57ed,malware_detected,high,2025-04-01,2025-04-03,2025-04-04,1
7f5fbc39-080d-4ebd-a95e-f7df1c9f3edd,aa3e03e3-d2d7-44cf-b320-70662403b5f7,anomalous_behavior,low,2025-04-01,2025-04-03,2025-04-09,1
55ea9fc6-a1ce-41c3-b7fd-19c7a25acd93,7068fa80-3ed2-44a0-a74e-8bf8f96073f9,policy_violation,medium,2025-04-01,2025-04-02,,0
d808dbc0-c836-4e43-8278-58786c8db3c0,be00df1e-3d33-43ce-b595-f5838cac9e28,unauthorized_access,medium,2025-04-02,,,0
bb1b5f11-a78c-4a03-a82c-8b748a39c0da,541eb2ce-32df-44a3-8a72-ea8b0ffdd620,policy_violation,high,2025-04-02,2025-04-02,,0
aaec50d5-ed24-4949-86fc-9a47484525a7,bf5101c5-fa5d-4010-b2e6-947c49782466,anomalous_behavior,low,2025-04-02,,,0
ac57e193-3904-40ae-82f5-d40fef7d4190,f48e6be2-c0b5-4bf3-bb77-785d11625095,anomalous_behavior,medium,2025-04-02,2025-04-05,,0
bbb2b92b-3e95-46fe-b8fc-86083d3adb02,102a06ba-fb78-415b-b56e-705af395b2ca,anomalous_behavior,low,2025-04-02,,,0
85335239-ba13-4981-8dc0-3b462277865a,c8e31933-8c65-4fae-845d-90ffd347e960,policy_violation,critical,2025-04-02,2025-04-05,2025-04-07,1
2af008cf-e4b8-41a2-aa4c-59f73213986a,a6c68f38-52b7-49fe-bf3d-0a14fe9fc85a,malware_detected,low,2025-04-02,2025-04-05,,0
8541b6b5-e2da-491b-8152-6558664510d3,30240e7d-9a1d-4004-b593-de5812393033,unauthorized_access,high,2025-04-02,,,0
eccd3d52-afe5-4a36-bbda-4f8f9934b40a,d402f8d9-624d-48eb-906f-fbe4a2f43a0b,anomalous_behavior,high,2025-04-03,,,0
ea5260c2-b1d0-44cf-bea1-10536226beee,4d2c98d5-41c5-4a96-a00c-eb63148128f0,malware_detected,low,2025-04-03,2025-04-06,2025-04-10,1
680d87c8-c593-4f67-8bc9-6c8c3c231934,0991201d-1323-43db-b83e-59f3660f6d91,unauthorized_access,high,2025-04-03,2025-04-06,2025-04-11,1
8f4d4703-5a5a-47a9-8f72-be94d5a08cb8,bffd5afd-1954-4f78-b76d-e0582a9a74f3,policy_violation,low,2025-04-03,2025-04-06,,0
a0d0e86f-fec5-4185-b53c-71bf5b62caad,b0253eb2-5c0b-434b-b1fd-e77e8edb8079,unauthorized_access,medium,2025-04-03,2025-04-05,2025-04-12,1
892bd70e-e436-4736-8d7f-4ba5d27899c5,f48e6be2-c0b5-4bf3-bb77-785d11625095,malware_detected,high,2025-04-03,2025-04-06,2025-04-09,1
15b57f7a-51a6-41f5-ad26-35585bc3794e,1c8f26b6-e6c6-4a31-a66e-3febde90f7f4,malware_detected,low,2025-04-03,2025-04-05,2025-04-06,1
4c642ac4-0771-4c81-b489-3ce8b7e99005,321ef7e8-ae00-45ee-87a1-d934a9095c36,malware_detected,low,2025-04-04,2025-04-04,,0
b5f25c2d-6a30-4bc8-905b-18a5c38bcb6f,102a06ba-fb78-415b-b56e-705af395b2ca,anomalous_behavior,medium,2025-04-04,2025-04-05,2025-04-10,1
29b04ef6-2909-42dc-ab40-3b28cb277f8d,3009475c-7413-44f6-bf4f-82ee2226bd83,anomalous_behavior,low,2025-04-04,,,0
5f1be47b-2ba9-435b-ba2d-1a0de1db2ebd,540f99e1-b82f-4033-af4c-45ebb854d1c8,malware_detected,critical,2025-04-04,,,0
17b9058b-1845-4d84-b99b-6fe8b1eb2ee1,1aa97f09-ba12-403e-8258-063ff7347728,unauthorized_access,low,2025-04-04,2025-04-07,2025-04-10,1
fb7e0a0a-9cfb-44f1-8e82-f816d63643db,b112f104-c104-458c-a269-99b3833f39a3,anomalous_behavior,high,2025-04-04,2025-04-07,,0
58d07388-cc92-448e-9356-a217409d4ca6,30196205-211c-4fd5-9094-91aec1a19e70,anomalous_behavior,low,2025-04-04,,,0
ac1b8428-478a-41f3-ad28-af68edf3c83a,0f471751-23e6-44ea-aeda-c7c6b3abfe83,unauthorized_access,medium,2025-04-04,2025-04-07,,0
244b2260-6a51-42fd-8cbe-be7bd9974dff,2044f51d-97be-475e-a1d8-c81fde3106c0,malware_detected,high,2025-04-04,2025-04-04,,0
e1f8cf35-c468-4c7b-8777-12592c01739d,a2d83a79-8b3b-45f9-8aba-7291fdfd6294,policy_violation,low,2025-04-04,,,0
eee73551-a794-4381-ad78-81104ef3cd7a,aaf2d81e-5a57-49ee-96ca-5dbcbe3ed326,anomalous_behavior,medium,2025-04-04,2025-04-04,2025-04-09,1
8b6583b7-aeb3-4fce-9eb7-2d901a00effb,fe065930-d4ef-42ef-a8a3-be672ea27b3c,unauthorized_access,low,2025-04-05,,,0
c4220d09-0748-4341-830c-f95749935131,e3032fad-edee-4469-b0ea-ac569376239b,anomalous_behavior,low,2025-04-05,2025-04-06,2025-04-11,1
471517e8-1028-4acf-9222-adbc3759d6b2,540f99e1-b82f-4033-af4c-45ebb854d1c8,unauthorized_access,high,2025-04-05,,,0
4490ab08-05e5-4302-8bcb-53dc54b0ac16,512b76bc-f547-46e2-bae8-e603b465b9b7,anomalous_behavior,medium,2025-04-05,,,0
c0732517-b3bb-42ae-ac6c-ac0c1449bffc,999c8eff-5623-4153-a987-97d553b9a0bf,policy_violation,low,2025-04-05,,,0
38fec2ed-812f-46aa-bd03-9c6a779a0f0b,5fb4b2ef-dab5-45b4-9404-59eff67b1abf,unauthorized_access,low,2025-04-05,2025-04-07,2025-04-07,1
b9536c02-022c-4d1b-98d2-41d360b9cd8e,979f9869-e86b-49f8-8dfa-c4b1c4cb307c,anomalous_behavior,medium,2025-04-06,,,0
b4720e3e-5730-45a9-904d-67db501b608d,417e5c81-1323-4555-b8da-7f040f0a3c81,anomalous_behavior,low,2025-04-06,2025-04-07,2025-04-09,1
14c075c0-3c64-4c10-8f6d-28bfa2d93b73,5fb4b2ef-dab5-45b4-9404-59eff67b1abf,anomalous_behavior,critical,2025-04-06,,,0
362fcd60-81b0-4505-bfb1-36495f519da7,48b5db7e-8672-4678-9509-118ed3b2e099,unauthorized_access,medium,2025-04-06,2025-04-09,2025-04-16,1
b0870b92-e9f0-4996-950a-4560861eb574,9f3e3337-8921-43b1-b507-5ce25d46018d,policy_violation,medium,2025-04-06,2025-04-06,2025-04-09,1
f132ee51-8f91-414a-8b07-8e5e7a3120c1,8c848003-7c58-4400-90b7-df6ebccc57ed,malware_detected,medium,2025-04-06,,,0
2d2e7714-6c53-4368-89bb-0a3b8c9aadd5,24e8e8cc-faa7-4851-b2ff-4ac7e4f294e0,policy_violation,low,2025-04-07,,,0
8c5d4e5a-29c7-47ce-a874-4cc53b204e42,ed288f6b-a5a8-4754-9dca-01e377e20f57,unauthorized_access,low,2025-04-07,,,0
d4b28fb5-9f8b-46aa-8aed-f8c87b919b04,7068fa80-3ed2-44a0-a74e-8bf8f96073f9,unauthorized_access,medium,2025-04-07,2025-04-08,2025-04-10,1
54057ae4-f84f-4d9b-9b57-89fe811c37a9,e3032fad-edee-4469-b0ea-ac569376239b,anomalous_behavior,medium,2025-04-07,2025-04-07,2025-04-13,1
053dd8d7-0972-404c-b3b8-ab8d109b96b5,321ef7e8-ae00-45ee-87a1-d934a9095c36,anomalous_behavior,high,2025-04-07,,,0
545d47e8-218f-4673-89be-80aab45693d4,1aa97f09-ba12-403e-8258-063ff7347728,anomalous_behavior,medium,2025-04-08,2025-04-10,2025-04-10,1
5a5c489e-8ab6-46ef-b4be-cfca762329a6,3c249534-38bb-4605-b380-89db5454eb79,unauthorized_access,high,2025-04-08,2025-04-11,2025-04-14,1
6a4c21ed-efdd-4e4a-8dd4-5d612e77d7e3,04983eda-2e80-49fa-8df1-5ebabe094de4,unauthorized_access,medium,2025-04-08,2025-04-08,,0
2ed24ba5-1850-4f37-a463-682e159d5cb4,8dca7ec9-271c-44e9-8873-6381114edecb,anomalous_behavior,medium,2025-04-08,2025-04-11,2025-04-12,1
86e5e1b7-7fb6-403c-b0df-9e651cf7f56c,8dca7ec9-271c-44e9-8873-6381114edecb,unauthorized_access,low,2025-04-08,2025-04-09,,0
c709e97c-086a-462c-ac2b-58c42fa6d25c,c95a55fe-72a7-4366-8744-9ea2b8df0b21,unauthorized_access,low,2025-04-08,2025-04-11,2025-04-13,1
83127183-73e0-41f0-88fd-cb20be7d45f9,c1ee9d95-3de5-406d-89c3-0ee3db4f2308,malware_detected,critical,2025-04-08,2025-04-09,,0
697915f4-b8e7-4772-963e-ebb0ceda9430,5fb4b2ef-dab5-45b4-9404-59eff67b1abf,malware_detected,high,2025-04-08,,,0
e1380466-351d-435e-b359-4b1487358ddf,13761516-3d20-41c9-b05c-97ef683cfe8b,policy_violation,low,2025-04-08,2025-04-11,2025-04-14,1
7cc14650-0f6c-40d3-b782-1439ba827a20,a2ebe4fb-df3a-4346-8560-827e17f34e35,anomalous_behavior,low,2025-04-08,2025-04-08,,0
27a86af5-eb76-45be-af2c-91be903a130b,890e4aa3-eaa0-4b10-a3ba-908b48079327,policy_violation,medium,2025-04-08,2025-04-09,,0
1e3d5947-e68f-4a39-be22-7ab611602b2e,5da17edf-ee0a-4432-a00a-72e0eb581f23,anomalous_behavior,medium,2025-04-09,2025-04-11,2025-04-13,1
98e7cfbe-239e-4bf7-ad90-62230fadcb9f,9f3e3337-8921-43b1-b507-5ce25d46018d,anomalous_behavior,low,2025-04-09,2025-04-09,2025-04-13,1
3bf226b2-7e8f-4179-af19-04406ff8b384,d7537597-17e7-4804-83df-bd264066f93c,unauthorized_access,medium,2025-04-09,2025-04-09,2025-04-12,1
08377402-d093-4af5-a96d-1eddd0be113a,e1e5efbf-48c4-42ef-a175-fa4fec0fd94f,malware_detected,medium,2025-04-09,2025-04-10,2025-04-10,1
8e347608-76d3-4776-8a3d-24aac9d8be7f,417e5c81-1323-4555-b8da-7f040f0a3c81,policy_violation,high,2025-04-09,2025-04-11,2025-04-11,1
85bc39d0-cd2e-451e-a8c2-eee78b5f5e1c,14f63ec2-6408-466a-8ce3-66b4d7b6079f,policy_violation,high,2025-04-09,2025-04-09,,0
9fd838ea-9b6f-4cba-a5ed-a524f2163efb,541eb2ce-32df-44a3-8a72-ea8b0ffdd620,anomalous_behavior,low,2025-04-09,,,0
0ba49976-cd59-40b6-9c30-6442aa03ab1e,f0e3ade9-44e9-44a2-a5c8-31ed7538b576,anomalous_behavior,low,2025-04-10,,,0
52d5a2ac-4637-4ac6-a1a6-d149200c9d10,b56d6a1d-f385-401e-9f09-4ad1c3f23948,anomalous_behavior,high,2025-04-10,2025-04-13,2025-04-17,1
69f5f539-df0f-42bd-b253-05d64e33f86e,52810c43-c13b-40cc-bc05-607589653d76,malware_detected,low,2025-04-10,2025-04-10,2025-04-13,1
d0b87f07-3cf2-48e6-9dfc-1dcdef30b189,5fb4b2ef-dab5-45b4-9404-59eff67b1abf,anomalous_behavior,medium,2025-04-10,2025-04-11,2025-04-11,1
fdd92922-f260-4218-a69e-e51606ea3dfe,c1ee9d95-3de5-406d-89c3-0ee3db4f2308,unauthorized_access,medium,2025-04-10,2025-04-11,2025-04-12,1
34e2d5db-a914-4eff-b48c-be1f9a4abd2e,4c206644-a901-409c-a2cc-856c303f8e24,malware_detected,medium,2025-04-10,2025-04-11,,0
fd83428b-5015-43cc-b909-4c4d8e50c9c0,fe543ce7-7c6f-4710-bdae-fb3b6955273c,policy_violation,low,2025-04-10,,,0
9c844438-f55a-48ee-b99a-cd3b60e8347e,c096bd9c-02b9-46ed-a64d-1def79af4b13,policy_violation,low,2025-04-11,2025-04-14,2025-04-15,1
b03bb577-6e97-4aa1-a6c3-a7325404bb7e,d9d9ad44-e735-42a5-889a-991f243b364a,malware_detected,medium,2025-04-11,2025-04-12,2025-04-15,1
59e2981b-c1c7-4ddc-b455-0e7b4ded36f6,ab929f92-3916-4b2a-a2bf-a25950cb2f26,unauthorized_access,low,2025-04-11,2025-04-11,,0
ae704f55-e086-4f6a-9faa-5d558338f436,890e4aa3-eaa0-4b10-a3ba-908b48079327,unauthorized_access,low,2025-04-11,2025-04-14,2025-04-16,1
ad23b4b5-f6e8-46b5-9192-79cb786d25df,cbed73f2-652e-413b-9a26-62767bb7c2b2,malware_detected,medium,2025-04-11,2025-04-13,2025-04-19,1
b5074038-894d-4d2d-a5ca-e4103ba1f769,ed288f6b-a5a8-4754-9dca-01e377e20f57,unauthorized_access,medium,2025-04-11,2025-04-11,2025-04-18,1
3dfdf798-e066-43b8-9a35-7a54aa1806bd,602220c9-d969-4434-a877-b1581a13252a,unauthorized_access,low,2025-04-11,2025-04-14,,0
de547303-d1e9-49ec-be34-3cfcc455dec2,602220c9-d969-4434-a877-b1581a13252a,policy_violation,medium,2025-04-11,2025-04-14,2025-04-21,1
ca631265-fc1c-4e6c-b670-7c9fd3249dd2,4e92b7e2-5b34-43da-b7e4-521adc5fe1f2,unauthorized_access,high,2025-04-12,2025-04-15,,0
1cf3e6cf-14b0-4a37-9d50-1b43e9ac9989,979f9869-e86b-49f8-8dfa-c4b1c4cb307c,policy_violation,high,2025-04-12,2025-04-15,2025-04-17,1
f424b53e-39ef-4e24-84e1-ed46bd8f87dc,dbee696a-1f59-44bc-bef5-30d62e5af63d,malware_detected,high,2025-04-12,2025-04-13,2025-04-16,1
30c6b798-a0cc-42be-a681-c1a10b8f845d,aaf2d81e-5a57-49ee-96ca-5dbcbe3ed326,malware_detected,high,2025-04-12,2025-04-13,,0
44601be5-80c6-495c-99b2-6a610cf451ad,c4ffaccf-dbc5-491a-a876-82c96d13cf64,anomalous_behavior,low,2025-04-13,2025-04-15,,0
bc31b062-796d-4d19-9694-bc60a15f5a08,545dfd60-c372-4800-a17a-ab32f965ee2c,unauthorized_access,medium,2025-04-13,2025-04-16,2025-04-18,1
64a8d8c4-b833-4418-b77f-95e9d7c400e3,102a06ba-fb78-415b-b56e-705af395b2ca,anomalous_behavior,medium,2025-04-13,2025-04-13,2025-04-17,1
17697ea5-8aee-4860-b260-9e3a6f652871,540f99e1-b82f-4033-af4c-45ebb854d1c8,anomalous_behavior,low,2025-04-13,,,0
b138b042-2cbc-4640-94ff-674def154044,b28b2d3f-ad3d-4071-a13f-575a9a4ef753,anomalous_behavior,medium,2025-04-13,2025-04-15,2025-04-19,1
deffb998-3dd2-4318-bf6c-fcf16f8579ce,f756297a-73cb-42f5-8b4c-4dc63e235d92,malware_detected,medium,2025-04-13,2025-04-15,2025-04-15,1
3913b364-630e-4857-b56f-b5ee04fc3548,602220c9-d969-4434-a877-b1581a13252a,unauthorized_access,low,2025-04-13,2025-04-15,2025-04-16,1
c16f9b5b-121a-445b-a7d8-699e469cff9c,c95a55fe-72a7-4366-8744-9ea2b8df0b21,anomalous_behavior,low,2025-04-13,2025-04-15,2025-04-21,1
56dcde85-6962-43fd-92a1-207aa6913772,24e8e8cc-faa7-4851-b2ff-4ac7e4f294e0,anomalous_behavior,medium,2025-04-14,2025-04-15,2025-04-20,1
dfa65453-97ba-464d-97d7-0fcf6f60e85a,d277e5e1-70e2-4b34-9f3c-465405569f87,unauthorized_access,low,2025-04-14,,,0
5ce1d34c-e08f-4dd4-bff1-eb522d8b0a12,a3acde22-d9a7-410a-82bb-088802270e41,anomalous_behavior,medium,2025-04-14,2025-04-16,2025-04-16,1
125f9c9d-0935-4ffc-8c52-c432fdbfd7a2,fe065930-d4ef-42ef-a8a3-be672ea27b3c,unauthorized_access,low,2025-04-14,2025-04-17,2025-04-22,1
d9a2a194-520a-4772-b1ea-cf44639de2cc,5fb4b2ef-dab5-45b4-9404-59eff67b1abf,malware_detected,medium,2025-04-14,2025-04-16,2025-04-23,1
f3f02084-80b9-4369-af54-2d55b11f748f,eadb2c34-6305-4270-864f-899c035bc101,malware_detected,low,2025-04-14,2025-04-17,2025-04-19,1
eb4587b1-0ba6-4c47-bfdc-54be63a69234,b1340b04-e486-47db-bfca-23bc80dc877c,anomalous_behavior,medium,2025-04-15,2025-04-18,2025-04-23,1
e442a957-8e6a-49e6-a1d1-53d43049d35b,540f99e1-b82f-4033-af4c-45ebb854d1c8,malware_detected,high,2025-04-15,2025-04-15,,0
ab82489f-50bf-4b5e-a1cd-9fe490e6778e,01efc755-d25b-47c4-8a5f-4dc04bbc5817,anomalous_behavior,low,2025-04-15,2025-04-18,,0
39d76e18-e34a-4a56-8faa-0997ddabf22b,f722db67-651c-40f8-acc6-0bcd7767f247,anomalous_behavior,high,2025-04-15,,,0
c6e30cb4-145d-457a-a8e6-d604bac3f0e6,b112f104-c104-458c-a269-99b3833f39a3,anomalous_behavior,low,2025-04-15,2025-04-15,2025-04-21,1
8b17f84c-8f24-4d7a-b90b-1ea335bd494a,04983eda-2e80-49fa-8df1-5ebabe094de4,unauthorized_access,low,2025-04-15,2025-04-17,,0
9998ad9a-45e6-4ae6-900d-841c6a497413,4263ffae-01d1-4ee8-a230-b967c46a198e,malware_detected,low,2025-04-15,2025-04-16,,0
97126c0d-ed6a-48e5-9212-dfa7e3e812bf,321ef7e8-ae00-45ee-87a1-d934a9095c36,unauthorized_access,medium,2025-04-15,2025-04-16,2025-04-20,1
9a024f58-8c15-4300-aeeb-239ce973c9e2,5fb4b2ef-dab5-45b4-9404-59eff67b1abf,policy_violation,high,2025-04-15,,,0
cd6aac77-01fb-479a-af95-287336243cdf,f129348b-b5ac-4e68-a48b-bb1cec0e9ebf,unauthorized_access,low,2025-04-15,2025-04-16,2025-04-16,1
cc2e10ea-4968-4df5-9741-4f4734b273ac,a5871fef-a275-4939-b708-a230438f835e,anomalous_behavior,medium,2025-04-15,2025-04-17,,0
bce48bcf-657f-4b91-bf4f-06935f3641a1,90275646-59bf-435d-9a94-d60f58d2415b,anomalous_behavior,low,2025-04-15,2025-04-15,,0
fe7b1b3e-a664-4b8c-a54a-c1ebc7e7b008,64a27eb4-f42f-4b31-861a-6cfa265cf276,unauthorized_access,low,2025-04-15,2025-04-15,2025-04-18,1
d6f3a45c-0d4b-4cfd-a8c3-9aa1c4e5be00,8c848003-7c58-4400-90b7-df6ebccc57ed,malware_detected,medium,2025-04-16,2025-04-17,2025-04-17,1
1b3f2ca3-7500-41e6-9a69-018a019389ee,050c7e1c-e41e-42df-83cb-7a470cdbece0,anomalous_behavior,medium,2025-04-16,2025-04-16,2025-04-23,1
0a6dbc26-2d48-4c68-99be-a3fc5cc41db3,48b5db7e-8672-4678-9509-118ed3b2e099,policy_violation,high,2025-04-16,,,0
fb8a7f8a-ad63-48f7-82cc-114d51a38b07,ae5e63be-df98-4ed4-baf7-6931116c9f27,anomalous_behavior,medium,2025-04-16,2025-04-16,2025-04-23,1
babe2a0d-ba88-411a-bfc8-123595d4bc39,5fb4b2ef-dab5-45b4-9404-59eff67b1abf,malware_detected,high,2025-04-16,2025-04-16,2025-04-23,1
f11f10b7-1f12-4ff1-ae50-c7f812cead33,c95a55fe-72a7-4366-8744-9ea2b8df0b21,unauthorized_access,medium,2025-04-16,2025-04-16,2025-04-18,1
d73f2c8c-b57f-4447-8c4f-5fe35e636de0,f48e6be2-c0b5-4bf3-bb77-785d11625095,malware_detected,low,2025-04-16,2025-04-18,,0
bcef6ac2-fdd9-4042-b5e1-abeb1d9e6174,96d47051-d7da-47c0-8ebb-0ad0bcccaa8e,anomalous_behavior,medium,2025-04-16,2025-04-19,2025-04-19,1
184ad59d-ddce-4534-ad64-6a37216ae704,b1340b04-e486-47db-bfca-23bc80dc877c,malware_detected,high,2025-04-16,,,0
83417893-9679-44ce-8d19-95dd04b1f139,a23f901e-1f9a-496e-9dad-5a4c2310333c,anomalous_behavior,medium,2025-04-17,2025-04-19,2025-04-19,1
7d3d4128-b545-4ed9-9dd2-a50b398b02aa,a1a0e6f1-6a5a-4b62-810b-26b8c25f4822,anomalous_behavior,medium,2025-04-17,2025-04-17,2025-04-19,1
9a8a7ffc-fed1-4ba0-a982-d19446cc1c01,90275646-59bf-435d-9a94-d60f58d2415b,malware_detected,high,2025-04-17,,,0
ea237161-04d4-4025-982f-bf35b11645e7,f722db67-651c-40f8-acc6-0bcd7767f247,policy_violation,medium,2025-04-17,2025-04-17,2025-04-17,1
3c816a31-d514-467b-9be9-f70e3ebf068a,476f6367-2de5-4641-bf1e-910b63fbc42c,unauthorized_access,low,2025-04-17,2025-04-17,2025-04-22,1
b3c63735-1c7c-46cc-acaa-537d6f372913,aa3e03e3-d2d7-44cf-b320-70662403b5f7,policy_violation,medium,2025-04-17,2025-04-18,2025-04-24,1
8dbaec41-47b3-435e-b175-b1cb76a93e54,3c249534-38bb-4605-b380-89db5454eb79,unauthorized_access,medium,2025-04-17,,,0
5809c263-dc15-4f3f-8880-ec2080b930e6,15d1c5fb-725a-45cc-b876-b9b8c1f91211,policy_violation,medium,2025-04-17,2025-04-18,2025-04-19,1
f3b8844d-60c3-413a-acfe-521a6c33c6af,a2ebe4fb-df3a-4346-8560-827e17f34e35,unauthorized_access,high,2025-04-17,2025-04-17,2025-04-18,1
639340f9-5ccb-43a5-aabe-9a311b232690,31e80fad-f6a0-4dce-a00c-b72303ad9f6d,unauthorized_access,medium,2025-04-17,2025-04-20,2025-04-24,1
ea7b6d1a-9547-4aea-85f4-6958aeccee6c,102a06ba-fb78-415b-b56e-705af395b2ca,unauthorized_access,high,2025-04-18,2025-04-19,,0
408535c0-a176-4647-8d05-9f7cf79a5497,727b72a8-dd80-46eb-b780-5778c560d2fb,malware_detected,high,2025-04-18,2025-04-18,2025-04-19,1
2f7a93f8-d5af-4e4b-a2ab-0a46c4fa22ea,84a22b44-7991-4a54-8c82-5857b4e4d59e,unauthorized_access,medium,2025-04-18,,,0
d38a9048-7c56-4d1c-9645-7bf92ff20199,5fb4b2ef-dab5-45b4-9404-59eff67b1abf,malware_detected,high,2025-04-18,,,0
d0dfd266-10c9-41ef-ac86-c3d056b2ce15,ef80235d-3126-4b85-98b2-c5e75c6287d6,policy_violation,medium,2025-04-18,2025-04-18,,0
41c227e0-865f-44c9-86a4-2312c1b10f37,1bb1eb5a-c03c-48c9-af07-e256e14081db,unauthorized_access,medium,2025-04-18,2025-04-21,2025-04-23,1
747f0d61-83b1-42d0-8fb1-74d4512cbe5b,1bb1eb5a-c03c-48c9-af07-e256e14081db,unauthorized_access,high,2025-04-19,2025-04-20,2025-04-21,1
d3f3abfe-f132-4f96-ae6a-c6a18ce7762e,15d1c5fb-725a-45cc-b876-b9b8c1f91211,policy_violation,high,2025-04-19,2025-04-22,,0
